blow someone's own horn,to talk about oneself or one's achievements especially in a way that shows pride or too much pride,
blow someone's mind,"to impress someone very much, or to make them feel very excited",
blow someone's top,to suddenly become very angry,
blow up in face,unexpectedly goes wrong and destroys the plans or the chances of something,
blue blood,belonging to high social class,
blue in the face,exhausted and speechless,
bolt from the blue,something important or unusual that happens suddenly or unexpectedly,
bone of contention,a matter or subject about which there is a lot of disagreement,
bone to pick,to want to talk to someone about something annoying they have done,
bored to tears,to find something so dull and uninteresting that it makes you sad enough to cry,
make a botch of,"to spoil something, or make a mess of it, by doing a job badly or incorrectly",
botch up,"to spoil something, or make a mess of it, by doing a job badly or incorrectly",
bottom fell out,"when something causes a plan, project or venture to collapse or fail",
bow and scrape,try too hard to please someone in a position of authority,
brass monkey weather,extremely cold weather,
break a leg,good luck wish,
break out in a cold sweat,to begin sweating because one is nervous or frightened,
break the back of,to get most or the worst part of a particular task done,
break the back of the beast,to succeed in overcoming a major difficulty,
break the ice,"to get more comfort or relaxed with a person whom you have not met earlier, to break the silence",
bright-eyed and bushy-tailed,to be very enthusiastic and full of energy,
bring home the bacon,to earn money for a family to live on,
bring the house down,to give a very successful performance,
bundle of nerves,"someone who is very nervous, tense or worried",
burn a hole in someone's pocket,to spend money quickly,
burn the midnight oil,to work late into the night,
bury the hatchet,when people who have had a disagreement decide to forget their quarrel and become friends again,
bushman's holiday,a holiday where you spend doing same thing as you did at working days,
butterflies in stomach,a feeling of being very nervous or frightened about something,
button's one lip,to keep quite,
by a hair's breadth,to only just manage escape from a danger,
by the numbers,"done according to a plan that has been decided previously, without using your own imagination and ideas",
cake not worth the candle,the advantages to be gained from doing something are not worth the effort involved,
calculated risk,a risk taken with full knowledge of the dangers involved,
call someone's bluff,"to make someone prove that what they are saying is true, or to make someone prove that they will really do what they say, because you do not believe them",
call the shots,take the initiative in deciding how something should be done,
can of worms,"a situation that it is complicated, unpleasant and difficult to deal with",
can't stand the pace,to be unable to do things well when there is a lot of pressure,
cap it all,a bad or disappointing thing happens after several other bad or disappointing things have already happened,
cards are stacked against,"someone is not likely to succeed, especially because the person is not being given a fair chance",
carrot and sticks,a system in which you are rewarded for some actions and threatened with punishment for others,
carry coals to new castle,to take something to a place or a person that has a lot of that thing already,
carry the can,"to accept blame or take responsibility for something that goes wrong, even if it is not your fault or only partly",
carry the torch for,to have strong feelings for someone with whom you do not or cannot have a relationship,
cast a long shadow,something or someone that has considerable influence on other people or events,
cast in the same mould,to be very similar in character to someone else,
cat and dog life,a life in which partners are constantly or frequently quarrelling,
catnap,to have a short sleep during the day,
cat on hot bricks,to be very nervous or restless,
catch 22,"a  frustrating situation where you cannot do one thing without doing a second, and you cannot do the second before doing the first",
caught in the crossfire,to suffer the effects of an argument or dispute between two people or groups,
caught unaware,to be surprised and unprepared for what happens,
cause a stir,to create an atmosphere of excitement or great interest,
champ at the bit,"to be ready and eager to start an activity, and to show impatience at being delayed",
chance your arm,to decide to do something even though there is little hope of success,
change horses in midstream,To make major changes to a situation or course of action that is already underway.,
change of heart,"to change your attitude or feelings, especially towards greater friendliness or cooperation",
cheesed off,annoyed and disappointed with something or someone,
chill out,do something that helps to calm down and relax for a while,
chill wind,to encounter the problems or trouble,
chip on someone's shoulder,"to feel resentful because you feel someone is being treated unfairly, especially because of their background, their sex or their colour",
clamp down,suppress or prevent something in an oppressive or harsh manner,
clear the air,"to try to remove the causes of fear, worry or suspicion by talking about the problem openly",
cloak and dragger,"situations involving intrigue, secrecy, espionage, or mystery",
close but no cigar,an effort to do something which was a good attempt but not quite good enough to succeed,
close shave,a situation where an accident or a disaster nearly happened,
cloud on the horizon,"a problem or difficulty that is predictable, or seems likely to arise in the future",
coast is clear,there is no danger in sight or that nobody can see you,
come a long way,to have made a lot of progress or have become successful,
come apart at the seams,to be extremely upset or under severe mental stress,
come down like a ton of bricks,to be criticized severely because you have done something wrong,
come hell or high water,to do something in spite of the difficulties involved,
come out in the wash,to tell someone not to worry about a mistake or problem because it won't have any serious effect and everything will work out all right,
come out of the woodwork,to appear after having been hidden or not active for a long time,
come to a head,a situation reaches a point where action has to be taken,
come to blows,to have a physical fight or a serious argument with someone,
come to grief,"to suddenly fail in what you are doing, often because you have an accident",
come up in the world,a person who is richer than before and has a higher social status,
come up roses,"the end result is successful or positive, even if there were difficult times",
cook someone's goose,to spoil someone's chances of success,
cork up something,"to not allow yourself to express your anger, worry, or sadness",
couldn't give a hoot,to not care at all about something,
crack a book,to open a book to study,
crest of the wave,to be very successful in what you are doing,
cross that bridge when we come to it,"something you say when you do not intend to worry about a possible problem now, but will deal with it if or when it happens",
cross to bear,"an unpleasant or painful situation or person that you have to accept and deal with, although you find it very difficult",
cry on someone's shoulder,to tell one's troubles to someone in seeking comfort or sympathy,
crux of the matter,the most vital or main part of a problem,
cry me a river,to weep profusely or excessively in the presence of another person,
cry someone's eyes out,to cry a lot and for a long time,
cry wolf,to call for help when you are not really in danger,
cut it out,to telling someone to stop doing something,
cut someone's losses,"to end or withdraw from something that is already failing, in order to reduce the loss of money, time or effort invested in it",
cut someone's own throat,to do something that will be the cause of your own failure or ruin your chances in the future,
cut to the quick,to hurt someone's feelings or offend them deeply,
dances to the tune,to always do what someone tells you to do,
dancing on someone's grave,outlive or outlast someone and celebrate their demise,
dead cert,something that is certain to happen or be achieved,
dead duck,a project or scheme which has been abandoned or is certain to fail,
dead in the water,a plan at a standstill or has ceased to function and is unlikely to be reactivated in the future,
dead man walking,"someone who will inevitably be in great trouble very soon, especially a person who is about to lose their job or position",
dead set against,to be determined not to do something,
deep down,felt strongly and often hidden from other people,
devil's advocate,to pretend to be against an idea or plan in order to determine the validity of the arguments in favour of it,
dial it back,"to reduce the intensity of something, or tone it down",
dice are loaded,a positive outcome is unlikely due to circumstances perceived as unfortunate or unlucky,
dice with death,if you put your life at risk by doing something very dangerous,
dicey situation,any situation that is potentially risky or dangerous,
disaster written all over,"if something, such as a plan or idea, is thought to be heading for complete failure, or will cause a lot of trouble",
do a double take,to look again in surprise at something unexpected,
do nothing by halves,when a person does everything they are engaged in completely and thoroughly,
dodge a bullet,to narrowly avoid a very serious problem or a disaster,
dog in the manger,someone who keeps something that they do not want in order to prevent someone else from getting it,
donkey work,"hard, boring work or task",
don't cry over spilt milk,when something bad happens and nothing can be done to help it,
don't throw bricks when you live in a glass house,don't call others out on actions that you yourself do ,
don't wash your dirty laundry in public,making public things that are best left private,
double-edged sword,something that could either help you or hurt you,
down in the dumps,to be depressed or feeling gloomy,
down in the mouth,"to look unhappy, discouraged or depressed",
dragging its feet,"delaying in decision, not showing enthusiasm",
draw a blank,to fail to get an answer or a result,
dressed up to the nines,to be wearing fashionable or formal clothes for a special occasion,
drive a wedge between,to damage the good relationship that two people or groups of people have,
drive up the wall,where someone does something that greatly annoys or irritates you,
drop a bombshell,to make an unexpected announcement which will greatly change a situation,
eager beaver,"a person who is hardworking and enthusiastic, sometimes considered overzealous",
earth shattering,extremely important or very surprising,
eat crow,to admit that you were wrong about something and apologize,
eat humble pie,to admit that you were wrong about something and apologize,
eat someone's words,to admit that your were mistaken in what you said,
eat someone alive,to criticize someone severely because you are angry with them,
eat sleep and breathe something,to be enthusiastic and passionate about something you constantly think about,
egg on your face,to look foolish or embarrassed,
elephant in the room,"a problem that no one wants to discuss, but is so abvious that it cannot be ignored",
eleventh hour decision,decision that is made at the last possible minute,
end in smoke,to bear no result,
entering the 80th orbit,celebrating the 80th birthday,
every dog has its day,everyone is successful or happy at some time in their life,
excuse someone's French,an apology for using crude or offensive language,
eye for an eye,"retributive justice, where the punishment equals the crime",
eyes are bigger than someone's stomach,people that are greedy and take on more than they can consume or manage,
eyes on stalks,eyes are wide open with surprise or amazement,
face like a wet weekend,to look sad and miserable,
face the music,to accept punishment for something you have done,
fall at first hurdle,to fail to overcome the first difficulty encountered,
fall flat,"fails to amuse people, or fails to have the effect that was intended",
fall from grace,"to have done something wrong, immoral or unacceptable, and as a result have lost their good reputation",
fall on our feet,to succeed in doing something where there was a risk of failure,
fall on someone's sword,to accept the consequences of an unsuccessful or wrong action,
false move,an unwise action that is likely to have an unpleasant or dangerous effect,
fat hits the fire,"when trouble breaks out, or a situation deteriorates as a result of something said or done",
father figure,an older man who is respected for his paternal qualities and may be an emotional substitute for a father,
feast someone's eyes on,to be delighted and gratified by what you see,
feather in someone's cap,something that you achieve and proud of,
feel the pinch,to have problems with money because you are earning less than before,
fever pitch,a very intense and exciting situation,
fight a losing battle,trying to do something even when there is little chance of succeeding,
fight fire with fire,to use the same methods as someone else in order to defeat them,
fight like cat and dog,"two people who fight or argue frequently and have violent arguments, even though they are fond of each other",
fight tooth and nail,to fight with energy and determination,
finger in the pie,"to be involved in something, often when your involvement is not wanted",
fingers and thumbs,to be clumsy and not very skilled with your hands,
firing on all cylinders,work every possible way to succeed,
fish out of water,to feel uncomfortable in unfamiliar surroundings,
fit of pique,"someone who reacts by showing their resentment or annoyance when their pride has been wounded, or they feel insulted",
fit to be tied,"to be extremely irritated, upset or angry",
flash in the pan,"somehting that is very noticeable but doesn't last long, successful for a while, then forgotten",
fling someone into,to do an activity with a lot of energy and enthusiasm,
fly off the handle,to react in a very angry way to something that someone says or does,
flying start,"a very good start to something, quickly making good progress",
foam at the mouth,to be extremely angry about something,
follow your nose,to trust your own feelings rather than obeying rules or allowing yourself to be influenced by other people's opinions,
fool's errand,"to try to do something which is useless, unnecessary or has no chance of success",
fool's paradise,to be in a state of contentment that will not last because this happiness is based on illusion or false hope,
foot in mouth,to say something by accident that embarrasses or upsets someone,
foot in the door,when someone has a small but successful start in something and will possibly do well in the future,
footloose and fancy-free,to have few responsibilities or commitments of any kind and feel free to do as they please,
for crying out loud,"to show irritation, exasperation or anger",
for donkey's years,a very long time,
forty winks,"to have a short sleep or rest, generally during the day",
fraught with danger,full of risks or serious difficulties,
french leave,"absent without permission, to leave a gathering without saying goodbye or without permission",
Freudian slip,a mistake made by a speaker which is considered to reveal their true thoughts or feelings,
from cradle to grave,during the whole span of your life,
front runner,"the person who is most likely to succeed or win in a contest, race or election",
full of the joys of spring,"to be happy, enthusiastic and full of energy",
gatecrash,to attend a private social event without being invited,
get a foothold,"to secure a position for yourself in a business, profession or organisation",
get a grip on someone's self,to try to control your feelings so as to be able to deal with a situation,
get a raw deal,get bad or unfair treatment,
get a rise out of,to make someone react angrily by jokingly saying something that you know will irritate them,
get flak,"to receive a lot of criticism, judgment, or teasing.",
get in someone's hair,to annoy someone so much that they cannot get on with what they are doing,
get it out of someone's system,get rid of a strong emotion or desire by expressing it openly or trying to fulfill it,
get off someone's back,to be annoyed and ask someone to stop finding faults or criticize you,
get off the hook,escape from a difficult situation,
get on someone's nerves,to annoy or irritate someone,
get somebody's goat,to annoy or irritate someone,
get someone's fingers burnt,"to suffer unpleasant results of an action, especially loss of money, so you do not want to do the same thing again",
get someone's knickers in a twist,"to be angry, nervous or anxious when faced with a difficult situation",
get the better of someone,to defeat someone,
get to the bottom of,to discover the truth about a situation,
get worked up,"to become upset, annoyed or excited, often unnecessarily",
get your wires crossed,have a different understanding of the same situation,
get the jitters,to become very nervous or anxious and begin to shake,
gift of the gab,the ability to speak easily and confidently in a way that makes people want to listen to you and believe you,
give a piece of someone's mind,"to tell someone exactly what you think, in a very angry manner",
give a tongue-lashing,speak angrily to that person about something that they have done wrong,
give it a rest,to ask someone to stop doing something such as complaining or talking continuously,
give me a hand,to help someone,
give me five,when you want someone to open a hand so you can hit it with your open hand in greeting or celebration,
give someone a bird,to hold up your middle finger as a very rude sign,
give the rough edge of someone's tongue,to scold someone severely or speak to someone very aggressively or rudely,
gives cold shoulder,to intentionally ignore someone or treat someone in an unfriendly way,
give-up the ghost,to die,
gloves are off,people are beginning to behave in a more hostile or tenacious way; usually used to describe a dispute or fight,
go against the tide,"to refuse to conform to current trends, or the opinions or behaviour of other people",
go against the stream,"to refuse to conform to current trends, or the opinions or behaviour of other people",
go ballistic,to become very angry,
go bananas,to become very emotional and starts behaving in a crazy way,
go great guns,to be successful or doing very well,
go haywire,where a situation becomes disorganized or goes out of control,
go nuts,"to become completely foolish, eccentric or mad",
go off the deep end,when someone becomes so angry or upset that they cannot control their emotions,
go off with a bang,to be very successful,
go pear-shaped,where a plan either goes wrong or it produces an undesirable result,
go postal,to lose your temper and express your anger in a violent way,
go spare,to lose your temper completely,
go tell it to birds,when someone says something that is not credible or is a lie,
go the extra mile,to do more than is expected,
go through the mill,"you experience a very difficult period, or are exposed to rough treatment",
go through the roof,to become very angry,
go to pieces,to become unable to think clearly and control your emotions because of something unpleasant or difficult that you have experienced,
go to the dogs,"to say that a company, organization or country is going to the dogs means that it is becoming less successful or efficient than before",
go under the hammer,to be sold at an auction,
go up in smoke,a plan which fails or ends before producing a result,
good riddance,relief at becoming free of an unpleasant or unwanted person or thing,
got it made,"to be certain to be successful and have a good life, often without much effort:",
got the slap on the wrist,got small punishment when a more severe punishment is deserved,
got the wind up,to be scared or worried,
grasp at straws,"to try any method, even if it has little chance of success, in an attempt to find a solution",
graveyard shift,"a period of work, for example in a factory, that begins late at night and ends early in the morning",
grease monkey,someone whose job is repairing car or aircraft engines,
grin from ear to ear,to look vey satisfied and happy,
grin like a Cheshire cat,when someone has a smile on their face because they are happy or satisfied about something,
groan inwardly,"to feel like expressing despair, disapproval or distress, but you remain silent",
guilty pleasure,"enjoying something which is not generally held in high regard, while at the same time feeling a bit guilty about it",
gun it,to accelerate or increase speed suddenly or rapidly; to travel or move very quickly,
had your chips,when someone has completely failed in what they set out to achieve,
hammer and tongs,"to argue fiercely, with a lot of energy and noise",
hand to mouth,someone who is very poor and needs the little money they have coming in to cover their expenses,
hang on for dear life,to be in a dangerous situation and grip something firmly so as not to fall,
hang out to dry,"to abandon someone who is in difficulty, without giving any assistance or support",
happy as a flea in a doghouse,to be very happy and content,
happy camper,to be content or satisfied with what is happening in your lifes and have no complaints,
happy-go-lucky,to be cheerful and carefree all the time,
hard as nails,"To be extremely tough and aggressive, either physically or in the attitude towards other people or other situations.",
harebrained idea,"an idea or suggestion that is considered to be silly, foolish or totally impractical",
harp on,to tire others by talking continuously and tediously about it,
haul over the coals,to reprimand someone harshly because they have done something wrong or incorrectly,
have a big mouth,one who gossips more or says things that are meant to be kept secret,
have a one track mind,to think about one particular thing and nothing else,
have a soft spot,to like someone very much,
have a whale of a time,to enjoy a lot,
have an ace up someone's sleeve,to have something in reserve with which you can gain an advantage and obtain success,
have an egg on the face,to look stupid because of something that you have done,
have ants in your pants,not be able to keep still because you are very excited or worried about something,
have clean hands,to be innocent; to be free of any wrongdoing,
have eyes bigger than stomach,desiring more food than one can eat,
have kittens,"to be very worried, upset, or angry about something",
have no truck with,when you refuse to get involved with something or someone,
have someone's heart in the right place,"have kind feelings and good intentions, even if the results are not too good",
have the time of someone's life,have an extremely enjoyable experience,
have the world at someone's feet,to be extremely successful and greatly admired,
have the world by its tail,to be very successful and has many opportunities to choose from,
having a whole of a time,"to have an exceptionally fun, exciting, or amusing experience.",
head over heels in love,when a person falls passionately in love with another,
heart in someone's mouth,to feel extremely anxious or nervous faced with a dangerous or unpleasant situation,
heart misses a beat,to have sudden feeling of fear or excitement,
heebie-jeebies,"a state of apprehension, nervousness or anxiety",
high and dry,to find yourself in a difficult situation without help or resources,
himalayan blunder,to stupidly make a serious mistake or error,
hit the nail on the head,to describe exactly what is causing a situation or problem,
hit and miss,"sometimes successful and sometimes not, not reliably good or successful",
hit pay dirt,"to discover or come upon something very, particularly, or abundantly valuable or useful, especially after a long or arduous search",
hit the bull's-eye,to be exactly right about something or achieve the best result possible,
hit the hay,to go to bed in order to sleep,
hit the sack,to go to bed in order to sleep,
hold all the aces,to be in a very strong position because you have more advantages than anyone else,
hold someone's horse,used to tell someone to stop and consider carefully their decision or opinion about something,
hold someone's breath,to wait anxiously or excitedly for something to happen or be announced,
hold water,"it means that the point of view or argument put forward is sound, strong or logical",
hornets' nest,a violent situation or one with a lot of dispute,
hot under the collar,"to feel annoyed, indignant or embarrassed",
"if the shoe fits, wear it",used to tell someone that they should accept a criticism that another person has made,
"if you can't stand the heat, get out of the kitchen","if you cannot handle the pressure, you should not remain in a position where you have to deal with it",
ignorance is bliss,"if you don't know about a problem or unpleasant fact, you won't worry about it",
in a pickle,to be in a difficult situation and need help,
in black and white,to give in writing,
in cahoots with,acting together with others for an illegal or dishonest purpose,
in dribs and drabs,in small amounts at a time,
in droves,a lot happens at the same time or very quickly,
in full swing,at a stage when the level of activity is at its highest,
in one go,the objective was accomplished in a single action,
in over someone's head,to be involved in a difficult situation that you cannot get out of,
in safe hands,"when something is being looked after by a reliable person or organization, and is therefore at no risk",
in seventh heaven,to be extremely happy,
in someone's element,to be happy because you are doing what you like or can do best,
in stitches,to laugh a lot,
in the bad books,to have someone's disapproval,
in the blues,low spirited and sad,
in the doghouse,someone who is in disgrace and very unpopular at the moment,
in the good books,to have someone's approval,
in the lurch,to be in a difficult or embarrassing situation,
it's not rocket science,it's not something that is very difficult to do or to understand,
jack the lad ,a confident and not very serious young man who behaves as he wants to without thinking about other people,
Jack of all trades,someone that can do many different jobs,
jam on your face ,"people who appear to be caught, embarrassed or found guilty",
jam tomorrow ,something good that someone promises you but that never seems to happen,
jane doe ,"a name given to an unidentified female who may be party to legal proceedings, or to an unidentified person in hospital, or dead",
jaw drop,to show total amazement,
jekyll and hyde ,someone who has a pleasant and a very unpleasant side to the character,
jet set ,very wealthy people who travel around the world to attend parties or functions,
jet-black ,"to emphasise just how black something is, such as someone's hair",
job's comforter ,a person who discourages or depresses while seemingly giving comfort and consolation,
jobs for the boys ,work that someone in an important position gives to their friends or relations,
jockey for position ,a number of people who want the same opportunity and are struggling to emerge as the most likely candidate,
jog my memory,"when you say words that will help someone trying to remember a thought, event, word, phrase, experience, etc",
john doe,"a name given to an unidentified male who may be party to legal proceedings, or to an unidentified person in hospital, or dead",
johnny on the spot ,"a person who is always available; ready, willing, and able to do what needs to be done",
Johnny come lately ,"someone who has recently joined something or arrived somewhere, especially when they want to make changes that are not welcome",
join the club,"said in answer to something that someone has said, meaning that you are in the same bad situation as they are",
joined at the hip ,people who are very closely connected and think the same way,
"judge, jury and executioner ","people that are in charge of every decision made, and they have the power to be rid of whomever they choose",
juggle frogs,trying to deal with many different tasks at the same time and finding the situation difficult,
jump down someone's throat,to suddenly start shouting at someone in a very angry manner,
jump for joy,to express happiness through excited movements and gestures,
jump on the bandwagon ,when people get involved in something that has recently become very popular,
jump out of someone's skin,"to be extremely surprised, frightened or shocked",
jump ship,"to leave something, especially suddenly or rapidly",
jump the broom ,to get married,
jump the gun,"to start something before it is permissible, appropriate, or advisable",
jump the track ,"suddenly changing from one plan, activity, or idea to another",
jump through hoops,to go through an elaborate or complicated procedure in order to achieve an objective,
jump to a conclusion ,when people evaluate or judge something without a sufficient examination of the facts,
jumping judas! ,an expression of surprise or shock,
jungle out there ,the situation is dangerous and is characterized by ruthless behavior and competition,
jury's out ,when there is no general agreement or consensus on something,
just around the corner,somethig that is expected to happen very soon,
just deserts ,people that get the punishment or suffer the misfortune that they may deserve,
just for the heck of it ,people that do something without a good reason,
just for the record,saying something that people know but does not necessarily agree with or support,
just in the nick of time ,"to manage to do something just in time, with seconds to spare",
just off the boat ,a person who is naive and inexperienced,
just what the doctor ordered ,precisely what is needed,
justice is blind ,justice is impartial and objective,
kangaroo court,when people take the law into their own hands and form courts that are not legal,
keep a stiff upper lip,to contain your emotion and do not let other people see your feelings,
keep body and soul together,"to earn enough to cover your basic expenses, but nothing more than that",
keep your eye on the ball,to stay alert and pay close attention to what is happening,
kick up a row,"to start a fight, to create disturbance",
kick yourself,to be angry with yourself for something you have or have not done,
knock down with feather,to emphasize the fact that you were extremely surprised,
knock someone's socks off,"if something amazes you, or impresses you greatly",
know which way the wind blows,this means that you should know how things are developing and be prepared for the future,
landslide victory,the victory of a candidate or a political party by an overwhelming majority,
last resort,the last thing you would do if you were desperate and all other courses of action had failed,
lea in someone's ear,"after an attempt at something, you are angrily reprimanded or humiliated",
lead to a dead end,a situation that is unlikely to be successful or to make any progress,
leaps and bounds,to make rapid or spectacular progress or growth,
left to your own devices,someone who are not controlled and can do whatever they want,
let bygones be bygones,to decide to forget about past disagreements,
let nature take its course,to allow someone to live or die naturally; to allow something to happen naturally,
let off steam,to release surplus energy or strong feelings either through intense physical activity or by talking in an unrestrained manner,
let sleeping dogs lie,to ask someone not to interfere with a situation because they could cause problems,
let slip through fingers,to fail to obtain something or keep it,
let someone or something slide,to not do anything about something or someone when you should try to change or correct that thing or person; to neglect something,
let the cat out of the bag,to reveal a secret,
let your hair down,to suggest to someone to relax and enjoy themselves,
level playing field,a situation in which everyone has a fair and equal chance of succeeding,
lick someone's lips,to show that you're excited about something and are eager for it to happen,
lick someone's wounds,"to try to recover your confidence or spirit after a defeat, failure or disappointment",
life and soul of the party,the life and soul of the party is the most lively and amusing person present at an event,
life is just a bowl of cherries,life is pleasant and uncomplicated,
like a dog with two tails,to be extremely happy,
